#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
    170       170       6        254.24        104.56        573.10      1.43197      2.51507     0.2100     0.0500     0.0500
    170       170       7        231.80        104.56        943.52      0.96595      1.06328     0.4340     0.2860     0.2860
    170       170       8        229.35        104.56        971.11      1.37904      0.99297     0.2520     0.3140     0.2520
    170       170       9        203.87        104.56        922.94      1.34716      1.26770     0.3280     0.2240     0.2240
    170       170      10        207.95        104.56       1015.70      1.01204      0.86136     0.4720     0.3020     0.3020
    170       170      11        213.25        104.56        963.68      1.07888      1.16140     0.4780     0.2720     0.2720
    170       170      12        200.03        104.56       1071.54      0.68726      0.62840     0.6820     0.3600     0.3600
    170       170      13        192.78        104.56       1026.25      0.73931      0.89735     0.6440     0.2660     0.2660
    171       171       3       1063.25        347.20        792.48      0.72612      0.82200     0.4020     0.4740     0.4020
    171       171       4       1037.45        347.20        683.02      1.10722      1.35822     0.2840     0.2780     0.2780
    171       171       5       1042.94        347.20        754.33      1.70628      1.14737     0.1200     0.2980     0.1200
    171       171       6       1014.59        347.20        735.64      2.18438      1.31561     0.0560     0.2640     0.0560
    171       171       7        986.48        347.20        742.03      2.69080      1.36052     0.0280     0.2180     0.0280
    171       171       8        973.55        347.20        729.34      2.68665      1.49887     0.0220     0.1900     0.0220
    171       171       9        972.86        347.20        769.16      3.20861      1.34498     0.0100     0.1840     0.0100
    171       171      10        955.25        347.20        739.58      3.54371      1.57363     0.0040     0.1340     0.0040
    171       171      11        962.16        347.20        910.74      3.18850      0.59670     0.0080     0.3960     0.0080
    171       171      12        946.91        347.20        877.69      3.46749      0.82477     0.0080     0.3400     0.0080
    171       171      13        945.53        347.20        849.96      3.74515      1.03093     0.0000     0.2480     0.0000
    172       172       3        680.65         77.66       1205.41      0.21345     -0.52943     0.8120     0.7400     0.7400
    172       172       4        627.66         77.66        984.98      0.29645      0.37506     0.7620     0.5240     0.5240
    172       172       5        603.82         77.66        939.14      0.02716      0.59801     0.9800     0.4360     0.4360
    172       172       6        627.08         77.66        914.43      0.33334      0.74972     0.7880     0.3860     0.3860
    172       172       7        567.76         77.66        844.28      0.25875      1.12717     0.8640     0.2960     0.2960
    172       172       8        543.88         77.66        804.76      0.43647      1.46506     0.7220     0.1860     0.1860
    172       172       9        527.72         77.66       1042.71      0.14904      0.31417     0.9320     0.4400     0.4400
    172       172      10        484.91         77.66        985.23      0.21420      0.63391     0.8860     0.4040     0.4040
    172       172      11        463.07         77.66        998.92      0.07912      0.58218     0.9680     0.3440     0.3440
    172       172      12        442.16         77.66       1071.22      0.33628      0.31463     0.8280     0.4500     0.4500
    172       172      13        428.73         77.66       1089.68      0.66617      0.21786     0.6780     0.4680     0.4680
    173       173       3        666.58          2.23        985.18      0.42459      0.26651     0.6360     0.5740     0.5740
    173       173       4        699.13          2.23       1261.81      0.23133     -0.80506     0.8280     0.7740     0.7740
    173       173       5        737.64          2.23       1105.75      0.41178     -0.20089     0.7060     0.6540     0.6540
    173       173       6        767.32          2.23       1041.02      0.18561      0.08202     0.8900     0.5860     0.5860
    173       173       7        719.29          2.23        966.09      0.05266      0.45045     0.9700     0.4320     0.4320
    173       173       8        693.36          2.23       1001.33      0.45423      0.29391     0.7440     0.5100     0.5100
    173       173       9        682.26          2.23       1035.78      0.88019      0.12356     0.5360     0.5240     0.5240
    173       173      10        674.84          2.23        977.87      0.98032      0.45078     0.5380     0.4460     0.4460
    173       173      11        679.62          2.23        970.47      1.29131      0.51066     0.3720     0.4020     0.3720
    173       173      12        682.74          2.23       1047.93      0.90908      0.06566     0.6060     0.5460     0.5460
    173       173      13        658.34          2.23       1030.34      0.73655      0.17631     0.7000     0.4940     0.4940
    174       174       3        235.44         57.98       1440.28      0.58522     -0.80605     0.4900     0.7840     0.4900
    174       174       4        276.18         57.98       1382.81      1.27362     -0.73570     0.2160     0.7520     0.2160
    174       174       5        287.13         57.98       1240.47      1.73474     -0.24591     0.1000     0.6760     0.1000
    174       174       6        314.72         57.98       1177.67      2.25722     -0.00371     0.0520     0.5820     0.0520
    174       174       7        296.08         57.98       1077.87      2.42133      0.43182     0.0340     0.4760     0.0340
    174       174       8        318.24         57.98       1016.55      2.46777      0.73577     0.0240     0.3700     0.0240
    174       174       9        291.41         57.98        965.54      2.50805      1.01481     0.0260     0.2720     0.0260
    174       174      10        262.26         57.98        954.91      2.40381      1.16229     0.0680     0.2560     0.0680
    174       174      11        281.03         57.98        975.57      2.26969      1.04518     0.0800     0.2640     0.0800
    174       174      12        279.90         57.98        967.00      2.16618      1.12781     0.1100     0.2320     0.1100
    174       174      13        262.56         57.98       1119.80      1.72850      0.38376     0.2360     0.4380     0.2360
    175       175       3        359.01        135.11        214.82      0.64899      3.11305     0.4900     0.0340     0.0340
    175       175       4        336.15        135.11       1018.77      0.09364      0.48421     0.9240     0.4940     0.4940
    175       175       5        311.30        135.11        888.58      0.02825      1.11243     0.9860     0.3020     0.3020
    175       175       6        344.72        135.11        951.01      0.44347      0.84478     0.6680     0.3760     0.3760
    175       175       7        347.70        135.11        917.55      0.24975      1.04384     0.8320     0.3000     0.3000
    175       175       8        380.24        135.11        859.65      0.37733      1.36961     0.7860     0.2120     0.2120
    175       175       9        349.06        135.11        816.69      0.28711      1.64372     0.8160     0.1460     0.1460
    175       175      10        330.13        135.11        839.35      0.58055      1.59633     0.6980     0.1520     0.1520
    175       175      11        307.54        135.11        822.79      0.76750      1.83886     0.6100     0.1020     0.1020
    175       175      12        290.73        135.11        804.98      0.65821      1.99887     0.6560     0.0760     0.0760
    175       175      13        301.52        135.11        788.73      0.55049      2.15378     0.7260     0.0600     0.0600
    176       176       3         78.61         67.58        899.90      0.79575      0.93223     0.3560     0.4660     0.3560
    176       176       4         58.96         67.58        848.32      0.71389      1.20570     0.4580     0.3320     0.3320
    176       176       5         68.32         67.58        826.15      0.55653      1.38809     0.6420     0.2500     0.2500
    176       176       6         83.56         67.58        814.21      0.88702      1.53163     0.4260     0.1900     0.1900
    176       176       7         85.51         67.58        807.40      1.22003      1.65122     0.3160     0.1560     0.1560
    176       176       8         84.41         67.58        857.95      0.99025      1.50701     0.4080     0.1840     0.1840
    176       176       9         98.57         67.58        828.54      0.89701      1.71631     0.5380     0.1180     0.1180
    176       176      10        115.48         67.58        969.98      0.49324      1.08768     0.6740     0.2620     0.2620
    176       176      11        121.73         67.58        987.26      0.23306      1.04026     0.8820     0.2420     0.2420
    176       176      12        129.26         67.58       1069.44      0.16507      0.63956     0.9300     0.4020     0.4020
    176       176      13        142.94         67.58       1046.50      0.00275      0.78617     1.0000     0.3080     0.3080
    177       177       3         78.61         70.93        899.90      0.79575      0.93223     0.3380     0.4360     0.3380
    177       177       4         85.40         70.93        905.08      0.64002      1.00524     0.5480     0.3560     0.3560
    177       177       5         68.32         70.93        826.15      0.55653      1.38809     0.6060     0.2780     0.2780
    177       177       6         92.24         70.93        767.48      0.46869      1.72221     0.6560     0.1480     0.1480
    177       177       7        101.89         70.93        782.53      0.78571      1.75864     0.5040     0.1540     0.1540
    177       177       8        101.30         70.93        795.14      1.10806      1.79232     0.4620     0.1060     0.1060
    177       177       9         98.57         70.93        828.54      0.89701      1.71631     0.5260     0.1440     0.1440
    177       177      10        115.48         70.93        969.98      0.49324      1.08768     0.7320     0.2660     0.2660
    177       177      11        132.89         70.93        933.74      0.64759      1.31523     0.6780     0.2200     0.2200
    177       177      12        139.50         70.93       1047.79      0.23369      0.75469     0.8800     0.3300     0.3300
    177       177      13        157.75         70.93       1015.68      0.37287      0.95541     0.7980     0.2840     0.2840
    178       178       3       2745.94        137.25        404.58      0.96766      1.57426     0.4020     0.3060     0.3060
    178       178       4       2728.66        137.25        649.07      0.54889      0.23375     0.7440     0.5640     0.5640
    178       178       5       2791.38        137.25        610.25      0.94788      0.50924     0.5240     0.4580     0.4580
    178       178       6       2792.15        137.25        560.01      1.23237      0.89875     0.4620     0.3660     0.3660
    178       178       7       2719.51        137.25        632.10      0.85631      0.41275     0.6880     0.4960     0.4960
    178       178       8       2751.00        137.25        640.33      1.28047      0.36937     0.5460     0.5020     0.5020
    178       178       9       2774.95        137.25        642.68      1.69072      0.36709     0.3920     0.4800     0.3920
    178       178      10       2795.97        137.25        621.39      1.98566      0.56483     0.3100     0.4040     0.3100
    178       178      11       2818.14        137.25        639.96      2.44103      0.42107     0.1900     0.4220     0.1900
    178       178      12       2837.02        137.25        644.71      2.85246      0.39210     0.1160     0.4300     0.1160
    178       178      13       2849.35        137.25        618.92      3.04415      0.64983     0.0800     0.3280     0.0800
    179       179       3       1124.20         81.09        965.41      0.90246      0.01689     0.3040     0.6420     0.3040
    179       179       4       1083.16         81.09        805.30      1.24188      0.84912     0.2180     0.4100     0.2180
    179       179       5       1042.94         81.09        754.33      1.70628      1.14737     0.1280     0.3120     0.1280
    179       179       6       1014.59         81.09        735.64      2.18438      1.31561     0.0800     0.2060     0.0800
    179       179       7       1016.97         81.09        936.98      1.80500      0.36799     0.1620     0.4720     0.1620
    179       179       8       1010.76         81.09        989.31      2.39462      0.10682     0.0920     0.5400     0.0920
    179       179       9        996.57         81.09        939.99      2.40991      0.38805     0.0720     0.4560     0.0720
    179       179      10        978.69         81.09        937.70      2.84731      0.41757     0.0360     0.4480     0.0360
    179       179      11        962.16         81.09        910.74      3.18850      0.59670     0.0180     0.3620     0.0180
    179       179      12        987.33         81.09        911.79      3.08155      0.61101     0.0200     0.3700     0.0200
    179       179      13       1017.72         81.09        873.11      3.20502      0.88107     0.0240     0.3120     0.0240
    180       180       3        627.77        193.20        837.63      1.12340      0.86301     0.1920     0.4500     0.1920
    180       180       4        631.76        193.20        686.73      1.38280      1.53382     0.1720     0.2600     0.1720
    180       180       5        647.05        193.20        683.68      1.34548      1.67099     0.2160     0.1920     0.1920
    180       180       6        606.52        193.20       1279.58      0.57327     -0.88867     0.6180     0.7820     0.6180
    180       180       7        631.19        193.20       1250.08      1.01027     -0.80084     0.3960     0.7780     0.3960
    180       180       8        654.52        193.20       1256.10      1.54794     -1.00633     0.2280     0.7860     0.2280
    180       180       9        629.69        193.20       1220.59      1.33450     -0.72698     0.3880     0.7380     0.3880
    180       180      10        646.40        193.20       1201.64      1.72085     -0.65410     0.2100     0.7020     0.2100
    180       180      11        619.93        193.20       1173.64      1.56877     -0.52067     0.2900     0.6740     0.2900
    180       180      12        619.02        193.20       1142.77      1.44055     -0.35827     0.4020     0.6900     0.4020
    180       180      13        630.60        193.20       1142.33      1.79794     -0.36723     0.2520     0.6620     0.2520
    181       181       3       1582.97        319.70        264.55      0.80198      2.63917     0.3860     0.0980     0.0980
    181       181       4       1532.48        319.70        383.89      0.66207      2.43308     0.5500     0.1020     0.1020
    181       181       5       1465.61        319.70        833.13      0.03737      0.39265     0.9840     0.4980     0.4980
    181       181       6       1408.02        319.70        854.85      0.45828      0.30387     0.7540     0.5020     0.5020
    181       181       7       1360.84        319.70        785.02      0.41769      0.71523     0.8060     0.3700     0.3700
    181       181       8       1414.91        319.70        954.89      0.18230     -0.25440     0.9180     0.6520     0.6520
    181       181       9       1402.84        319.70       1044.64      0.36507     -0.82259     0.8560     0.7740     0.7740
    181       181      10       1353.07        319.70       1087.12      0.86710     -1.13117     0.6340     0.8340     0.6340
    181       181      11       1328.81        319.70       1047.98      0.71972     -0.91184     0.7440     0.8040     0.7440
    181       181      12       1309.50        319.70       1064.36      0.34726     -0.61774     0.8660     0.7280     0.7280
    181       181      13       1316.67        319.70       1067.73      0.04604     -0.66039     0.9800     0.7060     0.7060
    182       182       3        612.29        155.03       1313.79      0.20923     -0.82190     0.8120     0.7400     0.7400
    182       182       4        627.61        155.03       1191.52      0.13686     -0.42737     0.9000     0.6940     0.6940
    182       182       5        580.74        155.03       1047.95      0.01141      0.14102     0.9940     0.5420     0.5420
    182       182       6        546.73        155.03        975.55      0.20937      0.56486     0.8720     0.4240     0.4240
    182       182       7        520.85        155.03        924.82      0.02185      0.83423     0.9820     0.3620     0.3620
    182       182       8        541.04        155.03        921.21      0.26397      0.89507     0.8600     0.3160     0.3160
    182       182       9        515.05        155.03        905.14      0.04598      1.01864     0.9780     0.3000     0.3000
    182       182      10        506.65        155.03        860.67      0.14502      1.29834     0.9100     0.1920     0.1920
    182       182      11        545.49        155.03        926.77      0.53248      0.98169     0.7500     0.2560     0.2560
    182       182      12        522.33        155.03        955.11      0.87405      0.85361     0.5960     0.3240     0.3240
    182       182      13        556.15        155.03        952.39      0.69513      0.77984     0.6740     0.3360     0.3360
    183       183       3        299.06         31.46       1332.03      0.20053     -0.50493     0.8300     0.7280     0.7280
    183       183       4        248.59         31.46       1317.87      0.27351     -0.45267     0.7920     0.6960     0.6960
    183       183       5        260.61         31.46       1558.70      0.46610     -1.40888     0.6300     0.8560     0.6300
    183       183       6        294.98         31.46       1550.69      0.00778     -1.54198     0.9940     0.8840     0.8840
    183       183       7        267.95         31.46       1421.27      0.10692     -1.00014     0.9380     0.8340     0.8340
    183       183       8        244.05         31.46       1329.83      0.26687     -0.63653     0.8520     0.7200     0.7200
    183       183       9        234.68         31.46       1316.55      0.05610     -0.60281     0.9680     0.7260     0.7260
    183       183      10        263.70         31.46       1421.79      0.61330     -1.14888     0.6500     0.8360     0.6500
    183       183      11        239.73         31.46       1353.53      0.55641     -0.84182     0.7040     0.7760     0.7040
    183       183      12        235.10         31.46       1336.20      0.30441     -0.77907     0.8400     0.7880     0.7880
    183       183      13        221.22         31.46       1336.62      0.63178     -0.80655     0.7040     0.7640     0.7040
    184       184       3       1146.43        310.58        254.72      1.56462      2.82171     0.0800     0.0800     0.0800
    184       184       4       1103.16        310.58        211.30      1.88383      3.32216     0.0540     0.0120     0.0120
    184       184       5       1074.92        310.58        275.57      2.02747      3.30222     0.0660     0.0080     0.0080
    184       184       6       1075.86        310.58        996.34      1.41615      0.06209     0.2360     0.6100     0.2360
    184       184       7       1055.57        310.58       1220.03      0.81412     -1.07310     0.5120     0.8140     0.5120
    184       184       8       1068.41        310.58       1243.65      0.39969     -1.25510     0.8080     0.8460     0.8080
    184       184       9       1115.85        310.58       1351.05      0.22284     -2.22355     0.8860     0.9520     0.8860
    184       184      10       1147.71        310.58       1360.87      0.23271     -2.37584     0.9340     0.9580     0.9340
    184       184      11       1108.55        310.58       1353.47      0.14890     -2.08494     0.9340     0.9320     0.9320
    184       184      12       1109.76        310.58       1335.19      0.50189     -2.38479     0.7920     0.9660     0.7920
    184       184      13       1143.56        310.58       1279.45      0.57722     -2.08650     0.7780     0.9520     0.7780
    185       185       3        458.53         31.17       1120.31      0.94543      0.02366     0.3060     0.6340     0.3060
    185       185       4        457.06         31.17       1092.77      1.65038      0.12861     0.1000     0.6000     0.1000
    185       185       5        491.34         31.17        999.23      2.23060      0.43132     0.0420     0.5300     0.0420
    185       185       6        520.10         31.17       1199.55      1.85492     -0.41970     0.1020     0.6760     0.1020
    185       185       7        513.42         31.17       1101.03      1.94412      0.01415     0.1180     0.5840     0.1180
    185       185       8        479.83         31.17       1234.52      1.51560     -0.63858     0.2440     0.6860     0.2440
    185       185       9        506.59         31.17       1278.69      1.15372     -0.89419     0.4520     0.7960     0.4520
    185       185      10        477.15         31.17       1265.85      1.55721     -0.86296     0.3060     0.7720     0.3060
    185       185      11        501.35         31.17       1280.31      1.25848     -0.97586     0.3980     0.8100     0.3980
    185       185      12        523.28         31.17       1264.86      1.03263     -0.92144     0.5220     0.7740     0.5220
    185       185      13        525.85         31.17       1234.65      1.28891     -0.77248     0.4300     0.7780     0.4300
    186       186       3       1710.52        565.51       1306.37      0.14023     -2.03875     0.8800     0.9200     0.8800
    186       186       4       1609.46        565.51       1349.30      0.63685     -2.45007     0.6000     0.9420     0.6000
    186       186       5       1527.20        565.51       1387.27      0.02531     -2.36754     0.9820     0.9340     0.9340
    186       186       6       1507.80        565.51       1244.68      0.06897     -1.77051     0.9720     0.9060     0.9060
    186       186       7       1492.78        565.51       1206.86      0.33565     -1.66162     0.8360     0.8840     0.8360
    186       186       8       1446.19        565.51       1191.30      0.05997     -1.65540     0.9680     0.8820     0.8820
    186       186       9       1405.25        565.51       1114.53      0.04417     -1.25585     0.9760     0.8440     0.8440
    186       186      10       1374.44        565.51       1104.63      0.30802     -1.24427     0.8760     0.8460     0.8460
    186       186      11       1348.22        565.51       1050.89      0.40723     -0.93128     0.8600     0.8020     0.8020
    186       186      12       1417.30        565.51       1004.93      0.50833     -0.64499     0.8420     0.7600     0.7600
    186       186      13       1394.35        565.51        988.19      0.76940     -0.54598     0.7300     0.7040     0.7040
    187       187       3       3818.56        502.50        127.44      2.13851      3.02873     0.0280     0.0400     0.0280
    187       187       4       3646.51        502.50        547.50      1.90551      0.58543     0.1100     0.4660     0.1100
    187       187       5       3615.13        502.50        474.51      2.25840      1.15412     0.0840     0.3140     0.0840
    187       187       6       3585.40        502.50        433.97      2.67182      1.54221     0.0460     0.1960     0.0460
    187       187       7       3509.26        502.50        428.82      3.17637      1.67462     0.0260     0.1620     0.0260
    187       187       8       3448.28        502.50        424.79      3.21717      1.79544     0.0280     0.1340     0.0280
    187       187       9       3403.44        502.50        427.87      3.67996      1.85101     0.0200     0.1020     0.0200
    187       187      10       3402.77        502.50        413.24      4.04138      2.06351     0.0080     0.0640     0.0080
    187       187      11       3367.30        502.50        420.81      4.03358      2.06926     0.0000     0.0700     0.0000
    187       187      12       3340.01        502.50        423.62      4.43804      2.11363     0.0060     0.0700     0.0060
    187       187      13       3314.44        502.50        435.35      4.39769      2.06157     0.0080     0.0760     0.0080
    188       188       3       3441.05        102.84        174.73      1.95376      2.77586     0.0460     0.0640     0.0460
    188       188       4       3365.81        102.84        185.35      2.33229      2.97758     0.0500     0.0280     0.0280
    188       188       5       3301.11        102.84        170.19      2.65454      3.32719     0.0340     0.0060     0.0060
    188       188       6       3259.65        102.84        206.95      3.18855      3.27402     0.0240     0.0040     0.0040
    188       188       7       3228.95        102.84        227.74      3.69105      3.29883     0.0080     0.0080     0.0080
    188       188       8       3205.31        102.84        239.01      4.16168      3.37374     0.0000     0.0080     0.0000
    188       188       9       3169.16        102.84        357.23      3.74193      2.71512     0.0060     0.0180     0.0060
    188       188      10       3151.97        102.84        340.40      3.90498      2.97250     0.0060     0.0080     0.0060
    188       188      11       3137.62        102.84        324.08      4.08150      3.23062     0.0020     0.0060     0.0020
    188       188      12       3124.92        102.84        309.20      4.26756      3.48049     0.0040     0.0020     0.0020
    188       188      13       3113.11        102.84        297.20      4.49602      3.70721     0.0040     0.0000     0.0000
    189       189       3        805.06         96.75        738.77      0.15422      1.09381     0.8620     0.4080     0.4080
    189       189       4        773.45         96.75        743.70      0.53742      1.25083     0.5920     0.3040     0.3040
    189       189       5        740.92         96.75        646.10      0.67244      1.77090     0.5740     0.1820     0.1820
    189       189       6        747.08         96.75        691.00      0.43296      1.68606     0.7160     0.1560     0.1560
    189       189       7        721.37         96.75        820.17      0.93282      1.15854     0.4480     0.2500     0.2500
    189       189       8        711.26         96.75        844.76      1.33660      1.09301     0.2980     0.2720     0.2720
    189       189       9        695.37         96.75        869.65      1.75459      1.01056     0.1900     0.2640     0.1900
    189       189      10        713.92         96.75        877.25      1.58315      1.01040     0.2800     0.2720     0.2720
    189       189      11        734.65         96.75        832.48      1.68847      1.30725     0.2120     0.1680     0.1680
    189       189      12        701.01         96.75        849.67      2.04681      1.25025     0.1540     0.1720     0.1540
    189       189      13        683.50         96.75        813.54      2.13061      1.51351     0.1440     0.1740     0.1440
    190       190       3        857.58        116.62        220.51      2.04610      3.01119     0.0200     0.0400     0.0200
    190       190       4        883.19        116.62        354.33      2.35822      2.76254     0.0260     0.0400     0.0260
    190       190       5        862.40        116.62        306.88      2.76610      3.19488     0.0080     0.0180     0.0080
    190       190       6        865.84        116.62        502.72      2.74555      2.49433     0.0100     0.0740     0.0100
    190       190       7        846.07        116.62        458.94      3.02310      2.85868     0.0020     0.0220     0.0020
    190       190       8        839.91        116.62        439.94      3.37620      3.10581     0.0020     0.0180     0.0020
    190       190       9        867.22        116.62        650.47      3.15567      2.09847     0.0140     0.0900     0.0140
    190       190      10        877.23        116.62        681.24      3.62318      2.01075     0.0000     0.0980     0.0000
    190       190      11        861.86        116.62        728.13      3.51229      1.81005     0.0040     0.1160     0.0040
    190       190      12        867.45        116.62        702.24      3.78391      2.03168     0.0020     0.0620     0.0020
    190       190      13        850.24        116.62        680.59      3.85551      2.23415     0.0020     0.0360     0.0020
    191       191       3        697.21         83.46        874.49      0.38517      0.66655     0.7160     0.5440     0.5440
    191       191       4        680.51         83.46        714.05      0.49630      1.36845     0.6520     0.3000     0.3000
    191       191       5        627.73         83.46        622.70      0.62901      1.92710     0.5900     0.1480     0.1480
    191       191       6        629.86         83.46        717.14      1.08670      1.63496     0.3620     0.1760     0.1760
    191       191       7        659.47         83.46        673.86      1.08143      1.86850     0.4020     0.1220     0.1220
    191       191       8        687.14         83.46        684.86      0.92163      1.90907     0.5140     0.1300     0.1300
    191       191       9        715.74         83.46        643.77      0.93023      2.21656     0.5940     0.0680     0.0680
    191       191      10        738.36         83.46        613.25      1.06644      2.47863     0.4700     0.0180     0.0180
    191       191      11        695.55         83.46        597.31      1.00288      2.66487     0.5320     0.0100     0.0100
    191       191      12        720.18         83.46        586.67      0.92474      2.82157     0.6200     0.0180     0.0180
    191       191      13        711.77         83.46        563.42      1.00632      3.05631     0.5500     0.0080     0.0080
    192       192       3        973.32        103.40        227.40      1.21919      2.96475     0.1700     0.0380     0.0380
    192       192       4       1017.39        103.40        186.11      1.56364      3.42703     0.1180     0.0100     0.0100
    192       192       5       1000.69        103.40       1105.50      0.87697     -0.43316     0.4380     0.6860     0.4380
    192       192       6       1014.00        103.40       1226.04      0.33665     -1.04232     0.7820     0.8260     0.7820
    192       192       7        971.57        103.40       1242.18      0.12233     -1.18589     0.9300     0.8180     0.8180
    192       192       8       1013.25        103.40       1264.73      0.35475     -1.36798     0.8100     0.8420     0.8100
    192       192       9       1029.36        103.40       1256.60      0.01603     -1.38556     0.9860     0.8660     0.8660
    192       192      10        987.23        103.40       1195.08      0.13070     -1.08432     0.9440     0.8280     0.8280
    192       192      11        958.72        103.40       1166.47      0.12190     -0.95227     0.9600     0.8080     0.8080
    192       192      12        972.41        103.40       1164.50      0.45623     -0.97316     0.8020     0.8200     0.8020
    192       192      13       1012.63        103.40       1218.22      0.94560     -1.35228     0.6440     0.8560     0.6440
    193       193       3       2134.11        195.05        181.21      1.34198      2.95459     0.1680     0.0440     0.0440
    193       193       4       2159.30        195.05        653.66      1.03576      0.74665     0.3900     0.4160     0.3900
    193       193       5       2124.38        195.05        566.62      1.24095      1.30456     0.3440     0.2600     0.2600
    193       193       6       2081.16        195.05        521.00      1.53493      1.67217     0.2620     0.1740     0.1740
    193       193       7       2005.16        195.05        482.30      1.59505      2.02074     0.3020     0.0800     0.0800
    193       193       8       1991.69        195.05        708.99      2.37429      0.58414     0.0920     0.3860     0.0920
    193       193       9       1968.16        195.05        663.31      2.55683      0.93596     0.1000     0.2880     0.1000
    193       193      10       2036.76        195.05        818.59      2.08355     -0.17545     0.2260     0.6180     0.2260
    193       193      11       2012.37        195.05        892.65      1.66880     -0.75168     0.3960     0.7540     0.3960
    193       193      12       2024.49        195.05        854.87      1.84802     -0.47724     0.3700     0.6480     0.3700
    193       193      13       2076.72        195.05        850.58      1.65035     -0.45741     0.4400     0.7160     0.4400
    194       194       3       1030.28         74.57        394.44      0.26069      2.33134     0.8200     0.1340     0.1340
    194       194       4       1008.84         74.57        322.22      0.32353      2.86034     0.7540     0.0400     0.0400
    194       194       5        983.25         74.57        364.38      0.17444      2.90246     0.8760     0.0240     0.0240
    194       194       6        946.17         74.57        330.69      0.14614      3.26269     0.9180     0.0120     0.0120
    194       194       7        913.37         74.57        557.12      0.57440      2.37094     0.6980     0.0800     0.0800
    194       194       8        903.84         74.57        518.05      0.57832      2.69774     0.7000     0.0260     0.0260
    194       194       9        871.66         74.57        518.97      0.44985      2.81720     0.7480     0.0360     0.0360
    194       194      10        910.53         74.57        522.67      0.64645      2.91357     0.7120     0.0140     0.0140
    194       194      11        933.53         74.57        671.91      0.26961      2.04335     0.9160     0.0740     0.0740
    194       194      12        909.11         74.57        752.25      0.64204      1.72580     0.7540     0.1420     0.1420
    194       194      13        887.67         74.57        721.04      0.70279      1.97871     0.7180     0.0680     0.0680
    195       195       3       3009.16         11.68         37.15      0.58858      3.62016     0.6180     0.0040     0.0040
    195       195       4       3005.39         11.68         42.12      0.71398      3.94435     0.6060     0.0020     0.0020
    195       195       5       3008.61         11.68         60.78      0.89899      4.14076     0.5900     0.0000     0.0000
    195       195       6       3005.80         11.68         55.19      0.99966      4.46302     0.5400     0.0000     0.0000
    195       195       7       3001.94         11.68        137.59      1.27122      4.10979     0.4780     0.0000     0.0000
    195       195       8       2995.99         11.68        134.91      1.43675      4.34351     0.4840     0.0000     0.0000
    195       195       9       2995.78         11.68        190.76      1.73469      4.08452     0.3520     0.0020     0.0020
    195       195      10       2992.86         11.68        263.86      2.10880      3.62840     0.2920     0.0000     0.0000
    195       195      11       2993.26         11.68        263.26      2.33796      3.77164     0.2480     0.0000     0.0000
    195       195      12       2991.44         11.68        285.23      2.64274      3.70119     0.1820     0.0040     0.0040
    195       195      13       2990.95         11.68        285.50      2.87825      3.81838     0.1540     0.0000     0.0000
    196       196       3        857.58        123.65        220.51      2.04610      3.01119     0.0120     0.0500     0.0120
    196       196       4        863.95        123.65        618.20      2.12549      1.69071     0.0280     0.2240     0.0280
    196       196       5        883.17        123.65        553.56      2.37069      2.11162     0.0160     0.1200     0.0160
    196       196       6        865.84        123.65        502.72      2.74555      2.49433     0.0140     0.0560     0.0140
    196       196       7        846.07        123.65        458.94      3.02310      2.85868     0.0100     0.0200     0.0100
    196       196       8        861.22        123.65        512.48      3.53197      2.72684     0.0000     0.0260     0.0000
    196       196       9        854.06        123.65        485.03      3.84906      3.00273     0.0000     0.0100     0.0000
    196       196      10        861.54        123.65        458.49      4.11752      3.27893     0.0000     0.0040     0.0000
    196       196      11        847.60        123.65        582.02      3.98636      2.67354     0.0000     0.0180     0.0000
    196       196      12        867.45        123.65        702.24      3.78391      2.03168     0.0080     0.0820     0.0080
    196       196      13        859.92        123.65        685.16      4.07683      2.20526     0.0000     0.0380     0.0000
    197       197       3       2992.17          3.74         46.80      1.53835      3.56642     0.1280     0.0020     0.0020
    197       197       4       2986.97          3.74         95.77      2.06704      3.61638     0.0820     0.0060     0.0060
    197       197       5       2982.90          3.74        117.89      2.52957      3.76335     0.0360     0.0000     0.0000
    197       197       6       2982.20          3.74        142.20      2.72238      3.84872     0.0280     0.0020     0.0020
    197       197       7       2987.81          3.74        211.75      2.76937      3.55534     0.0320     0.0040     0.0040
    197       197       8       2990.90          3.74        248.38      2.79113      3.45128     0.0480     0.0020     0.0020
    197       197       9       2986.84          3.74        245.97      2.87770      3.63032     0.0720     0.0020     0.0020
    197       197      10       2988.90          3.74        265.20      2.87773      3.61685     0.0840     0.0000     0.0000
    197       197      11       2990.59          3.74        276.45      2.87648      3.65432     0.1060     0.0000     0.0000
    197       197      12       2990.88          3.74        285.04      2.86704      3.70290     0.1140     0.0000     0.0000
    197       197      13       2994.65          3.74        332.99      3.26344      3.36708     0.0600     0.0020     0.0020
    198       198       3       2974.37         15.81         95.24      1.82819      3.29674     0.0660     0.0140     0.0140
    198       198       4       2975.46         15.81        170.37      2.14327      3.16030     0.0600     0.0120     0.0120
    198       198       5       2979.19         15.81        151.10      2.46965      3.54385     0.0420     0.0040     0.0040
    198       198       6       2982.20         15.81        142.20      2.72238      3.84872     0.0500     0.0000     0.0000
